make,model,year,milage,fuel,horsepower,transmission,price
Volkswagen,Polo,2017,21673,Petrol,89,Automatic,13495
Ford,Kuga,2020,4370,Petrol,148,Manual,31499
Ford,Focus,2019,4370,Petrol,123,Manual,20499
Ford,Focus,2018,21747,Petrol,123,Manual,17599
Ford,Focus,2019,5112,Petrol,123,Manual,20699
Ford,Fiesta,2017,37980,Petrol,180,Manual,14000
Ford,Focus,2015,31124,Petrol,99,Manual,10499
Ford,Focus,2018,21764,Petrol,123,Automatic,23000
Ford,Focus,2016,49779,Petrol,180,Automatic,13199
MG,MG3,2016,18330,Petrol,106,Manual,6328
Hyundai,Tucson,2019,23087,Petrol,174,Automatic,25500
Rolls-Royce,Cullinan,2019,7500,Petrol,563,Automatic,335000
Peugeot,207,2008,85000,Petrol,118,Automatic,2975
Citroen,C4,2011,60000,Petrol,118,Automatic,5135
Hyundai,i10,2017,7600,Petrol,86,Manual,9995
Fiat,500,2016,18389,Petrol,105,Manual,8499
Seat,Leon,2019,5868,Petrol,148,Automatic,19499
MINI,Mini,2019,22626,Petrol,189,Manual,23350
Volkswagen,up!,2012,48409,Petrol,59,Manual,5495
MINI,Mini,2017,31460,Petrol,134,Manual,14750
Volkswagen,Golf,2016,65101,Petrol,121,Manual,12000
MINI,Mini,2017,23766,Petrol,134,Automatic,22555
MINI,Mini,2019,11104,Petrol,134,Manual,22300
Volkswagen,Tiguan,2019,13277,Petrol,227,Automatic,30500
Renault,Twingo,2015,63256,Petrol,70,Manual,4600
DS,DS,2016,57188,Petrol,109,Manual,7300
Vauxhall,Astra,2017,37705,Petrol,148,Manual,10500
MINI,Mini,2016,57100,Petrol,134,Manual,13490
Ford,B-Max,2017,7161,Petrol,123,Manual,12489
Vauxhall,Viva,2018,1885,Petrol,74,Manual,8289
Ford,Fiesta,2016,29000,Petrol,99,Manual,9400
Skoda,Fabia,2011,62196,Petrol,105,Manual,4995
Ford,Focus,2012,52358,Petrol,123,Manual,6995
Audi,Q3,2015,11012,Diesel,148,Automatic,22950
Kia,Stonic,2019,17000,Petrol,118,Manual,15999
Kia,Sportage,2019,12429,Petrol,130,Manual,19999
Peugeot,108,2018,11374,Petrol,71,Manual,7999
Audi,RS3,2020,4159,Petrol,394,Automatic,45999
Kia,Sportage,2018,30399,Petrol,130,Manual,17999
Nissan,Juke,2020,3937,Petrol,115,Automatic,22999
Dacia,Sandero,2019,7417,Petrol,90,Manual,9999
Seat,Ateca,2017,56399,Petrol,114,Manual,13500
DS,DS,2017,30456,Petrol,80,Manual,9100
Toyota,GT86,2016,26182,Petrol,197,Manual,18400
Mazda,CX-3,2017,19090,Petrol,118,Automatic,16700
Volkswagen,Polo,2019,6862,Petrol,79,Manual,15495
Seat,Leon,2015,40898,Petrol,276,Manual,16700
Mazda,Mazda3,2018,12784,Petrol,118,Manual,16200
Ford,Fiesta,2018,20189,Petrol,138,Manual,15800
Kia,Picanto,2018,29296,Petrol,82,Manual,8238
Ford,Focus,2007,79000,Petrol,225,Manual,5990
Mazda,Mazda3,2018,23369,Petrol,118,Manual,14200
2015,-65,2015,13000,Diesel,122,Manual,52950
Volkswagen,Touareg,2014,82756,Diesel,201,Automatic,16981
Ford,Galaxy,2013,31597,Diesel,161,Automatic,13481
Audi,Q3,2013,66590,Diesel,138,Manual,13681
BMW,4,2019,32000,Petrol,444,Automatic,43001
Mercedes-Benz,G-Class,2017,29000,Petrol,563,Automatic,89750
Volkswagen,Polo,2016,55224,Petrol,89,Manual,10401
Dacia,Sandero,2018,12025,Petrol,72,Manual,8995
Kia,ceed,2019,16389,Petrol,118,Manual,14995
Dacia,Duster,2018,20909,Petrol,113,Manual,13995
Ford,EcoSport,2018,33029,Petrol,123,Manual,14100
Kia,ceed,2018,12893,Petrol,118,Manual,13999
BMW,1,2019,18933,Petrol,335,Automatic,25999
Peugeot,208,2019,17753,Petrol,82,Manual,11299
MINI,Mini,2018,19346,Petrol,189,Automatic,24999
Nissan,Micra,2017,31175,Petrol,88,Manual,10904
BMW,3,2012,55001,Petrol,241,Manual,11730
Peugeot,2008,2020,5328,Petrol,129,Manual,24096
MINI,Mini,2018,9750,Petrol,134,Manual,16999
Mercedes-Benz,A-Class,2020,5254,Petrol,134,Automatic,27999
Nissan,Juke,2017,33397,Petrol,115,Manual,10599
Kia,Sportage,2020,9433,Hybrid,134,Manual,22499
Ford,Focus,2016,37235,Petrol,247,Manual,16499
Hyundai,i10,2015,18363,Petrol,65,Manual,7499
Vauxhall,Zafira,2015,64620,Petrol,138,Manual,8999
Ford,Fiesta,2017,39979,Petrol,138,Manual,10499
Volkswagen,Transporter,2009,92000,Diesel,174,Manual,11995
Vauxhall,Zafira,2010,108890,Petrol,140,Manual,2695
Volkswagen,Transporter,2016,58000,Diesel,101,Manual,18995
Fiat,500,2014,45108,Petrol,69,Manual,5294
Mercedes-Benz,CLA,2018,30000,Petrol,154,Manual,24055
Ford,Focus,2012,96898,Petrol,148,Manual,7500
Peugeot,508,2021,100,Hybrid,296,Automatic,33998
Kia,Rio,2014,39000,Petrol,107,Automatic,6995
Ford,Fiesta,2019,16102,Petrol,99,Manual,18800
Fiat,500,2011,56739,Petrol,69,Manual,3499
Peugeot,508,2021,100,Hybrid,296,Automatic,33998
MINI,Mini,2003,39900,Petrol,315,Manual,11495
Peugeot,508,2021,100,Hybrid,296,Automatic,32798
Dacia,Sandero,2015,38687,Petrol,90,Manual,7999
Nissan,Qashqai,2017,23000,Petrol,113,Manual,17699
Skoda,Fabia,2013,53000,Petrol,68,Manual,4599
Renault,Clio,2018,11500,Petrol,88,Manual,11699
Seat,Tarraco,2019,18000,Petrol,148,Manual,23490
Alfa,Romeo,2015,44936,Petrol,170,Manual,10999
Ford,B-Max,2015,21300,Petrol,118,Manual,9499
Toyota,Yaris,2019,18470,Petrol,110,Manual,12499
BMW,3,2015,26936,Petrol,134,Manual,14499
Ford,B-Max,2015,28595,Petrol,99,Manual,8999
Ford,Focus,2014,61237,Petrol,123,Manual,6499
Toyota,RAV4,2019,6966,Hybrid,219,Automatic,33299
Nissan,Micra,2018,20182,Petrol,88,Manual,11200
Vauxhall,Corsa,2018,32772,Petrol,99,Manual,10000
Ford,Mustang,2020,12898,Petrol,434,Automatic,46999
Volkswagen,Polo,2021,434,Petrol,94,Automatic,19999
Volkswagen,Golf,2017,6501,Petrol,121,Automatic,18999
Nissan,Juke,2018,31017,Petrol,117,Automatic,14799
Volkswagen,Golf,2019,8870,Petrol,128,Automatic,22499
Ford,Focus,2019,10167,Petrol,123,Manual,19499
Peugeot,208,2019,5960,Petrol,82,Manual,11499
Renault,Clio,2018,18743,Petrol,88,Manual,11199
Mercedes-Benz,A-Class,2018,31514,Petrol,154,Manual,21999
Seat,Ibiza,2016,17400,Petrol,109,Manual,10499
Mercedes-Benz,GLA-Class,2018,19500,Petrol,121,Automatic,24399
Fiat,Tipo,2017,18473,Petrol,94,Manual,10799
BMW,i3,2014,28327,Hybrid,168,Automatic,15499
Peugeot,2008,2017,30098,Petrol,110,Automatic,13699
Nissan,Micra,2018,13978,Petrol,88,Manual,11499
Ford,Focus,2019,26004,Petrol,123,Manual,17499
Ford,Fiesta,2018,15967,Petrol,99,Automatic,14399
Volvo,XC40,2021,1234,Hybrid,194,Automatic,39999
MINI,Mini,2019,11588,Petrol,134,Manual,17499
Fiat,500,2014,62912,Petrol,69,Manual,4499
Hyundai,i20,2020,13701,Petrol,99,Manual,14999
Vauxhall,Insignia,2009,30723,Petrol,138,Manual,4999
Vauxhall,ADAM,2016,28600,Petrol,69,Manual,8499
Vauxhall,Corsa,2020,11580,Petrol,74,Manual,13499
Volkswagen,Beetle,2013,45855,Petrol,103,Manual,7999
Vauxhall,Corsa,2018,10209,Petrol,74,Manual,9899
Hyundai,i30,2019,9196,Petrol,271,Manual,26999
Peugeot,3008,2018,25369,Petrol,129,Manual,23159
Peugeot,108,2019,22291,Petrol,71,Manual,9450
Nissan,Juke,2012,82112,Petrol,117,Manual,5499
BMW,3,2015,76000,Petrol,248,Automatic,15690
Honda,CR-Z,2011,84721,Hybrid,123,Manual,5990
Vauxhall,Astra,2013,113112,Petrol,138,Manual,4199
Mercedes-Benz,SLK,2012,39000,Petrol,184,Automatic,13950
Nissan,Note,2011,44500,Petrol,110,Automatic,3990
Vauxhall,GTC,2014,50000,Petrol,138,Manual,6650
Renault,Kadjar,2018,33319,Petrol,130,Automatic,15499
Peugeot,2008,2017,29000,Petrol,82,Manual,10499
BMW,3,2013,103841,Diesel,181,Automatic,11990
Jeep,Cherokee,1999,109700,Petrol,176,Automatic,3495
Suzuki,Alto,2010,70000,Petrol,68,Manual,1890
Vauxhall,Agila,2011,21590,Petrol,93,Manual,3880
Aston,Martin,2006,19000,Petrol,380,Manual,37950
Ford,Focus,2013,64236,Petrol,123,Manual,5995
Smart,fortwo,2017,24000,Petrol,71,Automatic,9650
Ford,Fiesta,2015,18000,Petrol,80,Manual,7650
Mercedes-Benz,GLC-Class,2018,33005,Petrol,362,Automatic,41999
Volkswagen,Tiguan,2020,8200,Petrol,148,Automatic,37990
Vauxhall,Corsa,2012,116000,Petrol,98,Manual,2999
BMW,2,2016,30635,Petrol,134,Manual,15500
BMW,2,2016,30635,Petrol,134,Manual,15500
Volkswagen,Tiguan,2017,24000,Petrol,148,Manual,20990
Vauxhall,Corsa,2012,45000,Petrol,64,Manual,3999
Suzuki,Swift,2012,63000,Petrol,94,Manual,4299
Volkswagen,Golf,2017,36949,Petrol,298,Automatic,24990
Mercedes-Benz,A-Class,2016,41328,Petrol,154,Automatic,19200
Volvo,XC60,2018,21742,Petrol,246,Automatic,32490
MINI,Mini,2010,77500,Petrol,120,Manual,4995
Toyota,AYGO,2010,83300,Petrol,67,Manual,2999
Volkswagen,Polo,2012,26500,Petrol,59,Manual,7499
Mazda,MX-5,1997,64000,Petrol,131,Manual,6995
Bentley,Continental,1997,90000,Petrol,399,Automatic,115000
MINI,Mini,2019,14300,Petrol,189,Manual,22499
MINI,Mini,2017,31029,Petrol,134,Manual,13699
Porsche,Boxster,2013,52000,Petrol,265,Manual,27950
Volkswagen,Polo,2016,44107,Petrol,59,Manual,8699
Ford,Focus,2018,21902,Petrol,125,Manual,19299
Kia,Venga,2017,4176,Petrol,123,Automatic,13199
Nissan,Qashqai,2018,27400,Petrol,113,Manual,17799
Ford,Galaxy,2018,25452,Petrol,158,Manual,26499
Ford,Fiesta,2020,2324,Petrol,94,Manual,19250
Vauxhall,Grandland,2018,18624,Petrol,128,Manual,18999
Renault,Captur,2017,17500,Petrol,90,Manual,11799
Vauxhall,Astra,2018,55543,Petrol,148,Manual,10499
Vauxhall,Crossland,2018,10328,Petrol,108,Manual,13899
Volkswagen,Polo,2021,3001,Petrol,94,Manual,22499
Mercedes-Benz,C-Class,2009,85000,Petrol,156,Automatic,7995
Mercedes-Benz,GLA-Class,2019,25731,Petrol,121,Automatic,25500
Nissan,Juke,2018,15550,Petrol,111,Automatic,14899
Audi,A1,2018,33500,Petrol,93,Automatic,14200
Audi,A1,2014,63000,Petrol,122,Manual,8250
BMW,2,2018,17648,Petrol,138,Manual,15999
Hyundai,i10,2018,13272,Petrol,65,Manual,8599
Peugeot,5008,2019,19456,Petrol,130,Manual,25999
MINI,Mini,2019,15640,Petrol,134,Manual,21599
Ford,Kuga,2020,6566,Hybrid,222,Automatic,32599
Mercedes-Benz,GLA-Class,2018,24607,Petrol,154,Automatic,25999
Seat,Ibiza,2014,43024,Petrol,103,Manual,7400
Kia,Stonic,2018,13670,Petrol,118,Manual,15999
Peugeot,208,2021,11277,Petrol,99,Manual,18300
Vauxhall,Crossland,2020,18983,Petrol,128,Manual,15999
Suzuki,Vitara,2020,6932,Hybrid,127,Manual,19599
BMW,3,2018,22631,Petrol,134,Automatic,18999
Dacia,Sandero,2019,6553,Petrol,90,Manual,10599
Mazda,CX-5,2018,34491,Petrol,163,Manual,20999
Volkswagen,Polo,2019,5488,Petrol,64,Manual,14599
Ford,C-MAX,2018,5326,Petrol,123,Manual,16599
Vauxhall,Corsa,2018,19145,Petrol,74,Manual,9599
Peugeot,3008,2019,7000,Petrol,129,Manual,24599
Abarth,595,2019,13199,Petrol,162,Manual,15799
Ford,EcoSport,2018,13790,Petrol,123,Manual,15299
Renault,Kadjar,2018,25000,Petrol,138,Manual,16999
Volkswagen,T-Roc,2020,7350,Petrol,148,Manual,29999
BMW,X1,2018,19510,Petrol,138,Manual,19999
Seat,Arona,2018,50700,Petrol,94,Manual,12490
Mitsubishi,Eclipse,2019,9715,Petrol,161,Manual,17999
Volkswagen,Golf,2018,19021,Petrol,128,Manual,16999
Kia,Niro,2018,59260,Hybrid,140,Automatic,16999
Mercedes-Benz,SLK,2004,62000,Petrol,268,Automatic,6250
Suzuki,Vitara,2018,19490,Petrol,118,Automatic,15999
BMW,Z4,2019,14606,Petrol,335,Automatic,39999
Toyota,C-HR,2018,12496,Petrol,114,Manual,16399
Suzuki,Baleno,2018,28941,Petrol,88,Manual,8100
Toyota,Yaris,2018,9205,Hybrid,99,Automatic,15599
Mercedes-Benz,CLA,2014,40423,Petrol,122,Manual,17499
Toyota,Yaris,2019,12506,Petrol,110,Manual,12495
Renault,Clio,2017,13000,Petrol,88,Manual,11499
Renault,Captur,2014,46335,Petrol,90,Manual,8499
Toyota,AYGO,2020,1881,Petrol,69,Manual,10999
Renault,Captur,2018,34209,Petrol,90,Manual,12699
Volvo,XC40,2021,7434,Hybrid,194,Automatic,42491
Renault,Captur,2020,4659,Petrol,88,Manual,15699
Audi,A3,2019,12930,Petrol,148,Manual,20299
Ford,Fiesta,2020,6756,Petrol,94,Manual,15999
Renault,Kadjar,2019,3263,Petrol,157,Manual,16899
Renault,Captur,2015,44160,Petrol,90,Manual,8899
Renault,Clio,2020,9842,Petrol,99,Manual,16999
Skoda,Yeti,2017,31794,Petrol,109,Automatic,19000
Ford,Focus,2018,23013,Petrol,123,Manual,17999
Toyota,Auris,2018,59348,Hybrid,134,Automatic,15999
Nissan,Qashqai,2021,5172,Petrol,138,Manual,21999
Hyundai,i20,2019,6825,Petrol,83,Manual,13490
Hyundai,Kona,2021,7315,Petrol,118,Manual,17990
Nissan,Qashqai,2018,22864,Petrol,113,Manual,17399
Fiat,500,2019,4844,Petrol,68,Automatic,12700
Renault,Captur,2015,50133,Petrol,90,Manual,9500
Citroen,C3,2018,25908,Petrol,109,Manual,14950
Ford,Focus,2015,40402,Petrol,247,Manual,17550
Ford,Focus,2019,19530,Petrol,123,Automatic,19950
Kia,Sportage,2018,40636,Petrol,130,Manual,15250
Porsche,Macan,2017,25212,Petrol,248,Automatic,43995
Kia,Soul,2018,9072,Petrol,130,Manual,13600
Volkswagen,Polo,2017,23575,Petrol,89,Automatic,13650
Citroen,C3,2019,8191,Petrol,82,Manual,14300
Vauxhall,Zafira,2018,34912,Petrol,138,Manual,15300
Vauxhall,Grandland,2018,23375,Petrol,128,Manual,16450
Volkswagen,Polo,2018,22133,Petrol,74,Automatic,14150
Audi,A3,2017,42945,Petrol,148,Manual,18500
Audi,A3,2014,46162,Petrol,108,Manual,11995
Vauxhall,Corsa,2018,12725,Petrol,89,Manual,10400
Ford,Fiesta,2014,54931,Petrol,123,Manual,8000
Vauxhall,Corsa,2018,2560,Petrol,89,Manual,11700
Skoda,Fabia,2018,25432,Petrol,74,Automatic,9750
Fiat,500,2015,18837,Petrol,69,Manual,7450
Citroen,C3,2015,50632,Petrol,80,Manual,5850
Toyota,Yaris,2014,41668,Hybrid,101,Automatic,10150
Mazda,Mazda3,2018,21334,Petrol,118,Manual,15990
Volkswagen,Polo,2018,22019,Petrol,94,Manual,14450
Nissan,Micra,2019,6211,Petrol,99,Automatic,14500
Volkswagen,Polo,2018,21141,Petrol,64,Automatic,13750
Hyundai,i10,2018,8120,Petrol,86,Automatic,13700
Volkswagen,Polo,2019,15600,Petrol,94,Manual,15800
Seat,Leon,2018,23381,Petrol,123,Manual,15950
Vauxhall,Corsa,2016,32000,Petrol,89,Manual,7800
Ford,Fiesta,2018,8548,Petrol,99,Manual,13750
Vauxhall,Astra,2018,9742,Petrol,99,Manual,12550
Vauxhall,Grandland,2018,33937,Petrol,128,Manual,16300
Volkswagen,Polo,2017,34734,Petrol,148,Manual,14400
Renault,Captur,2018,29474,Petrol,88,Manual,13950
Seat,Ibiza,2015,52500,Petrol,140,Manual,8500
MINI,Mini,2011,34879,Petrol,122,Manual,6750
Dacia,Duster,2019,11366,Petrol,130,Manual,17150
Audi,Q3,2018,25809,Petrol,178,Automatic,26250
BMW,1,2018,28831,Petrol,134,Automatic,17000
Hyundai,i10,2016,6456,Petrol,86,Automatic,9800
Audi,RS,2014,41335,Petrol,306,Automatic,24400
Ford,Focus,2015,51000,Petrol,247,Manual,15000
Vauxhall,ADAM,2016,70460,Petrol,69,Manual,6499
Nissan,Pulsar,2015,79000,Petrol,115,Manual,7000
Volvo,V40,2019,25000,Petrol,121,Automatic,21000
MINI,Mini,2016,48200,Petrol,134,Manual,11400
Vauxhall,Corsa,2015,52000,Petrol,113,Manual,8000
Audi,A1,2015,36572,Petrol,123,Manual,12949
Volkswagen,Tiguan,2012,111000,Diesel,138,Automatic,8495
Seat,Leon,2019,19048,Petrol,286,Automatic,25599
Hyundai,Tucson,2020,4132,Petrol,174,Automatic,27769
Peugeot,208,2015,26103,Petrol,110,Manual,9999
Skoda,Fabia,2018,17594,Petrol,74,Manual,11995
Peugeot,2008,2018,15989,Petrol,110,Manual,15706
Hyundai,i20,2015,51152,Petrol,74,Manual,7495
BMW,5,2013,78000,Petrol,552,Automatic,24995
Nissan,Micra,2015,37400,Petrol,79,Automatic,7490
Lexus,NX,2020,9903,Hybrid,194,Automatic,33999
Seat,Alhambra,2015,90000,Diesel,140,Manual,14990
Mercedes-Benz,A-Class,2012,47833,Petrol,95,Manual,3999
Mazda,Mazda3,2021,3000,Petrol,177,Manual,22995
Audi,A5,2015,69000,Diesel,175,Automatic,17000
BMW,X1,2018,27294,Petrol,189,Automatic,24999
Ford,Fiesta,2008,47000,Diesel,68,Manual,3250
Kia,Picanto,2010,60000,Petrol,61,Manual,2675
MINI,Mini,2019,25240,Petrol,189,Manual,17599
Nissan,Note,2016,32000,Petrol,80,Manual,7995
Ford,Fiesta,2013,43466,Petrol,80,Manual,5995
Skoda,Citigo,2014,20680,Petrol,59,Manual,6000
Volkswagen,Fox,2008,52000,Petrol,55,Manual,2595
Volkswagen,T-Roc,2019,16000,Petrol,113,Manual,21799
Vauxhall,Corsa,2018,14781,Petrol,74,Manual,9899
Mitsubishi,Outlander,2018,39205,Hybrid,200,Automatic,22991
Nissan,Juke,2015,30331,Petrol,117,Automatic,12195
Volkswagen,Polo,2018,39000,Petrol,94,Manual,14799
Ford,Fiesta,2012,66026,Petrol,80,Manual,3999
Audi,A3,2014,106516,Diesel,104,Manual,8485
Audi,RS3,2018,22000,Petrol,394,Automatic,41990
Ford,Fiesta,2016,49131,Petrol,180,Manual,11999
Peugeot,2008,2014,56200,Diesel,68,Manual,6550
Fiat,500C,2015,36708,Petrol,69,Manual,7999
Peugeot,2008,2018,5696,Petrol,82,Manual,15999
Renault,Clio,2014,10441,Petrol,90,Manual,9499
Mazda,MX-5,2015,39030,Petrol,129,Manual,13000
Suzuki,Swift,2010,104157,Petrol,94,Manual,3595
Ford,EcoSport,2017,16494,Petrol,123,Manual,12699
BMW,1,2009,60000,Petrol,121,Manual,4791
Peugeot,108,2021,493,Petrol,71,Manual,11295
Mercedes-Benz,B-Class,2015,63887,Diesel,107,Automatic,10995
Nissan,Juke,2014,28265,Petrol,117,Automatic,9995
Citroen,C3,2014,61700,Petrol,80,Manual,5350
Ford,Focus,2020,6286,Petrol,123,Manual,23250
Volkswagen,Polo,2018,19103,Petrol,94,Manual,13999
Volkswagen,Golf,2010,116400,Diesel,105,Manual,2950
Nissan,Qashqai,2019,21500,Petrol,140,Manual,19995
Ford,Fiesta,2018,22100,Petrol,84,Manual,10995
Honda,Jazz,2019,12211,Petrol,101,Automatic,14995
Hyundai,i30,2016,81000,Petrol,99,Manual,7495
Hyundai,Tucson,2018,4778,Petrol,130,Manual,18300
Seat,Leon,2016,57548,Petrol,150,Manual,10999
Jaguar,F-TYPE,2017,24349,Petrol,296,Automatic,36950
Mercedes-Benz,S-Class,2016,36820,Petrol,449,Automatic,40899
MINI,Mini,2018,23855,Petrol,134,Manual,16150
MINI,Mini,2019,15796,Petrol,134,Manual,16800
BMW,5,2021,10040,Hybrid,289,Automatic,46990
MINI,Mini,2003,51000,Petrol,114,Manual,2490
Citroen,C1,2012,47898,Petrol,67,Manual,3795
Nissan,Micra,2019,6355,Petrol,70,Manual,11795
Peugeot,308,2018,33587,Petrol,129,Manual,12999
BMW,3,2018,14815,Petrol,181,Manual,25795
Mercedes-Benz,SL-Class,2014,20000,Petrol,306,Automatic,28990
BMW,1,2020,8931,Petrol,138,Automatic,27999
Nissan,Micra,2017,42082,Petrol,88,Manual,8995
Vauxhall,Astra,2006,120000,Petrol,103,Manual,1495
Vauxhall,Corsa,2008,112000,Petrol,80,Manual,1495
Renault,Clio,2006,122000,Petrol,98,Manual,1195
Smart,Smart,2005,61000,Petrol,60,Automatic,1995
Mercedes-Benz,A-Class,2004,47000,Petrol,101,Automatic,1995
Skoda,Fabia,2004,97000,Petrol,64,Manual,895
Ford,Focus,2009,111000,Petrol,100,Manual,1995
Vauxhall,Corsa,2009,71000,Petrol,79,Manual,2350
Saab,09-Mar,2005,122000,Petrol,150,Automatic,1950
Nissan,Qashqai,2008,136000,Petrol,113,Manual,2195
Skoda,Rapid,2017,23658,Petrol,109,Manual,10999
Ford,EcoSport,2018,19763,Petrol,123,Manual,14999
Skoda,Kodiaq,2017,23899,Petrol,148,Manual,27990
Rover,Streetwise,2005,84000,Petrol,102,Manual,1450
Ford,Puma,2020,6769,Petrol,123,Manual,24499
Skoda,Octavia,2019,25377,Petrol,148,Automatic,17290
MINI,Mini,2012,91609,Petrol,120,Manual,6499
Skoda,Kodiaq,2021,2312,Petrol,148,Automatic,32890
Bentley,Continental,2012,45785,Petrol,500,Automatic,59999
Ford,Focus,2019,10664,Petrol,276,Manual,28999
Honda,Civic,2017,11151,Petrol,315,Manual,31999
BMW,5,2019,21908,Petrol,617,Automatic,62999
Audi,S6,2014,53993,Petrol,414,Automatic,21999
Mercedes-Benz,300,1989,98396,Petrol,188,Automatic,7000
Ford,Fiesta,2018,8357,Petrol,123,Manual,14999
Honda,HR-V,2005,54610,Petrol,122,Manual,3999
Skoda,Fabia,2021,3855,Petrol,94,Manual,16496
Ford,Fiesta,2017,36441,Petrol,180,Manual,13999
Audi,A3,2016,37144,Petrol,148,Manual,15999
Mercedes-Benz,C-Class,2018,31912,Petrol,181,Automatic,27999
BMW,4,2019,43800,Petrol,181,Automatic,23999
Mercedes-Benz,SL-Class,2004,69073,Petrol,494,Automatic,22999
BMW,Z4,2015,71456,Petrol,154,Manual,14999
Audi,TT,2003,93433,Petrol,225,Manual,4999
Skoda,Karoq,2019,16453,Petrol,188,Automatic,30990
BMW,4,2017,34280,Petrol,322,Automatic,27999
Peugeot,3008,2020,8869,Petrol,129,Manual,24980
BMW,3,2015,73800,Petrol,425,Automatic,31999
BMW,3,2003,89500,Petrol,228,Automatic,3999
Ford,Focus,2003,71156,Petrol,215,Manual,22999
Bentley,Continental,2014,34000,Petrol,616,Automatic,69999
Ford,Focus,2019,23481,Petrol,180,Manual,19999
Volkswagen,Golf,2015,36126,Petrol,298,Manual,18999
BMW,1,2013,53000,Petrol,552,Manual,32999
Mercedes-Benz,AMG,2019,7200,Petrol,630,Automatic,114999
BMW,4,2015,44694,Petrol,425,Automatic,29999
Mercedes-Benz,SL-Class,2004,64980,Petrol,245,Automatic,9999
Audi,TT,2007,95901,Petrol,200,Manual,4999
Volkswagen,Golf,2018,23359,Petrol,306,Automatic,28999
Vauxhall,Corsa,2016,56000,Petrol,202,Manual,10999
Porsche,Cayman,2008,89133,Petrol,241,Manual,14999
Audi,A4,2011,80586,Petrol,208,Automatic,12999
Fiat,500,2021,7094,Petrol,68,Manual,12499
Hyundai,Kona,2018,40000,Petrol,118,Manual,13995
Peugeot,108,2020,1594,Petrol,71,Manual,9495
Peugeot,2008,2019,13506,Petrol,109,Manual,17250
Peugeot,108,2019,8399,Petrol,71,Manual,9750
Vauxhall,Insignia,2017,12500,Diesel,168,Manual,17490
Seat,Leon,2017,11000,Diesel,181,Manual,17990
Nissan,Qashqai,2018,12900,Petrol,113,Manual,18990
Peugeot,2008,2018,12300,Petrol,82,Manual,15490
Toyota,AYGO,2016,24132,Petrol,69,Manual,6795
Audi,A4,2021,1402,Petrol,201,Automatic,39995
Peugeot,108,2018,24675,Petrol,71,Manual,7380
BMW,6,2006,65938,Petrol,362,Automatic,8999
Porsche,911,2014,52750,Petrol,400,Automatic,59999
Audi,R8,2010,22228,Petrol,518,Automatic,54999
Nissan,Juke,2018,51189,Petrol,115,Manual,11550
Peugeot,308,2019,27096,Petrol,129,Automatic,15100
A,Beautifully,2006,25223,Petrol,95,Manual,5995
Vauxhall,Corsa,2019,24592,Petrol,74,Manual,9680
Mercedes-Benz,A,2017,35224,Diesel,107,Manual,17630
MINI,HATCH,2016,56101,Diesel,168,Manual,11990
Mercedes-Benz,A,2017,29065,Diesel,107,Automatic,18260
Vauxhall,ADAM,2019,4506,Petrol,69,Manual,12000
Kia,Ceed,2017,68273,Diesel,134,Manual,9491
Nissan,Qashqai,2014,26475,Petrol,113,Manual,11810
Dacia,Sandero,2017,14937,Petrol,72,Manual,7450
Vauxhall,Zafira,2017,20000,Petrol,138,Manual,16490
Vauxhall,Corsa,2017,52000,Petrol,202,Manual,10995
Fiat,500C,2009,80000,Petrol,69,Manual,3695
Ford,Fiesta,2014,36159,Petrol,80,Manual,7220
Peugeot,108,2015,24900,Petrol,68,Manual,6518
Honda,Civic,2020,5886,Petrol,315,Manual,39000
Vauxhall,Corsa,2018,7000,Petrol,74,Manual,10407
Kia,Rio,2016,21605,Diesel,74,Manual,8920
Citroen,C3,2019,21597,Petrol,82,Manual,14995
Renault,Captur,2019,10716,Petrol,88,Manual,13690
Ford,Puma,2020,12697,Petrol,123,Manual,25499
LAND,ROVER,2009,146500,Diesel,271,Automatic,6000
Vauxhall,Crossland,2018,36571,Petrol,82,Manual,11400
Porsche,Cayenne,2020,18072,Hybrid,670,Automatic,119849
Ford,Focus,2018,12775,Petrol,123,Manual,14400
Ford,EcoSport,2020,8927,Petrol,123,Manual,19499
Volkswagen,Polo,2017,29341,Petrol,89,Manual,11999
Volkswagen,Golf,2015,82138,Diesel,182,Manual,13530
Audi,A5,2018,39086,Diesel,188,Automatic,23590
Mercedes-Benz,GLA,2018,1437,Petrol,154,Automatic,25990
MINI,Clubman,2018,3609,Petrol,189,Automatic,24500
Vauxhall,Astra,2017,51500,Diesel,134,Manual,10780
Vauxhall,Crossland,2017,30968,Petrol,108,Manual,12530
Audi,A3,2017,19229,Petrol,148,Manual,18750
Audi,A5,2019,9699,Diesel,188,Automatic,31400
Audi,Q7,2012,83899,Diesel,245,Automatic,18660
